index,title,random_sentence,url,categories
400,Árvakr et Alsviðr,Ces deux chevaux sont également cités dans le poème de l'Edda poétique Grímnismál « Le chant de Grímnir » (37) :,fr.wikipedia.org/wiki/%C3%81rvakr_et_Alsvi%C3%B0r,"Catégorie:Article utilisant une Infobox, Catégorie:Bon article, Catégorie:Cheval de la mythologie nordique, Catégorie:Culte solaire, Catégorie:Image locale correspondant à celle de Wikidata, Catégorie:Portail:Créatures légendaires/Articles liés, Catégorie:Portail:Monde équestre/Articles liés, Catégorie:Portail:Mythes et légendes/Articles liés, Catégorie:Portail:Mythologie nordique/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés"
401,Sidi Yahia El Aidli,"Sidi Yahia est né à Takorabt (Taquṛṛabt) en Kabyle dans l'actuelle commune d'Ighil Ali dans la région de Béjaia, en Algérie.",fr.wikipedia.org/wiki/Sidi_Yahia_El_Aidli,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juin 2012, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte par défaut, Catégorie:Article utilisant une Infobox, Catégorie:Page utilisant P106, Catégorie:Page utilisant P570, Catégorie:Portail:Afrique/Articles liés, Catégorie:Portail:Algérie/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Islam/Articles liés, Catégorie:Portail:Kabylie/Articles liés, Catégorie:Portail:Maghreb/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés, Catégorie:Religieux algérien, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche Algérie, Catégorie:Wikipédia:ébauche Kabylie, Catégorie:Wikipédia:ébauche histoire, Catégorie:Érudit musulman"
402,Ignorance,"Dans l'industrie, l'application d'un coefficient d'ignorance permet de garantir la sécurité de tout ou partie d'un système technique.",fr.wikipedia.org/wiki/Ignorance,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis mai 2024, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Concept platonicien, Catégorie:Concept socratique, Catégorie:Concept épistémologique, Catégorie:Ignorance, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Philosophie de la connaissance, Catégorie:Portail:Philosophie/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche philosophie"
403,Dépossession,"ALTER-European Journal of Disability Research/Revue européenne de recherche sur le handicap, 6(4), 326-339.",fr.wikipedia.org/wiki/D%C3%A9possession,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Droit de propriété, Catégorie:Droit des biens, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche droit"
404,By-passing (géographie),"Le by-passing permet le retour d'un apport naturel en sédiments, donnant lieu à une restructuration et une consolidation du trait de côte.",fr.wikipedia.org/wiki/By-passing_(g%C3%A9ographie),"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis janvier 2024, Catégorie:Article à vérifier/géographie, Catégorie:Lexique de la géographie, Catégorie:Portail:Géographie/Articles liés"
405,Institut Max-Planck de développement humain,"L'institut se trouve dans le quartier de Wilmersdorf, près de l'Université libre de Berlin avec laquelle il collabore.",fr.wikipedia.org/wiki/Institut_Max-Planck_de_d%C3%A9veloppement_humain,"Catégorie:Association ou organisme lié à la psychologie, Catégorie:Berlin-Wilmersdorf, Catégorie:Portail:Allemagne/Articles liés, Catégorie:Portail:Berlin/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Psychologie/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Éducation/Articles liés, Catégorie:Sciences de l'éducation, Catégorie:Société Max-Planck"
406,Paul Guilbert (journaliste),"À sa mort, sa mémoire est saluée par toute la presse : « C’était un talent libre » écrit Jean-Marie Rouart, de l'Académie française.",fr.wikipedia.org/wiki/Paul_Guilbert_(journaliste),"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte journaliste, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Collaborateur du Figaro, Catégorie:Décès dans le 15e arrondissement de Paris, Catégorie:Décès en juillet 2002, Catégorie:Décès à 70 ans, Catégorie:Journaliste français du XXe siècle, Catégorie:Journaliste politique, Catégorie:Naissance dans la Somme, Catégorie:Naissance en juin 1932, Catégorie:Page utilisant P106, Catégorie:Page utilisant P108, Catégorie:Page utilisant P119, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P27, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Personnalité inhumée au cimetière du Montparnasse, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Journalisme/Articles liés, Catégorie:Portail:Médias/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:Article biographique"
407,Mémoire auditive,"Elle permet de stocker des informations de nature auditive (sons, paroles…) pendant une période de temps brève (trois à quatre secondes)[réf.",fr.wikipedia.org/wiki/M%C3%A9moire_auditive,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis mai 2016, Catégorie:Article à référence nécessaire, Catégorie:Concept de psychologie cognitive, Catégorie:Mémoire, Catégorie:Neurosciences, Catégorie:Ouïe, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Neurosciences/Articles liés, Catégorie:Portail:Psychologie/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Psychoacoustique, Catégorie:Wikipédia:ébauche neurosciences, Catégorie:Wikipédia:ébauche psychologie"
408,Martini Maccomo,"Son avis de décès dans le New York Herald, indique qu'il avait 31 ans, ce qui induit que son année de naissance entre 1835 et 1840 environ.",fr.wikipedia.org/wiki/Martini_Maccomo,"Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte par défaut, Catégorie:Article utilisant une Infobox, Catégorie:Artiste de cirque, Catégorie:Bon article en anglais, Catégorie:Dompteur, Catégorie:Page utilisant P106, Catégorie:Page utilisant P18, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Arts du spectacle/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire de la zoologie et de la botanique/Articles liés, Catégorie:Portail:Histoire des sciences/Articles liés, Catégorie:Portail:Royaume-Uni/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Wikipédia:Article biographique"
409,Songhoyboro ciine,"Songhoyboro ciine, aussi appelé songhay ciné, est un dialecte songhaï parlé dans le Nord-Ouest de la région de Tillabéri au Niger.",fr.wikipedia.org/wiki/Songhoyboro_ciine,"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article utilisant une Infobox, Catégorie:Inventaire de langues, Catégorie:Langue au Niger, Catégorie:Langue songhaï, Catégorie:Portail:Afrique/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues/Articles liés directement, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche Niger, Catégorie:Wikipédia:ébauche langue"
410,Madeleine Laval,Madeleine Laval (née le 9 juin 1912 - morte le 2 juin 2002) est une germaniste et une traductrice française.,fr.wikipedia.org/wiki/Madeleine_Laval,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte spécialiste du langage, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Décès en juin 2002, Catégorie:E. T. A. Hoffmann, Catégorie:Enseignant de l'enseignement secondaire, Catégorie:Germaniste français, Catégorie:Naissance en juin 1912, Catégorie:Page utilisant P106, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P26, Catégorie:Page utilisant P27, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Éducation/Articles liés, Catégorie:Traducteur depuis l'allemand vers le français, Catégorie:Traductrice française, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche traduction, Catégorie:Wikipédia:ébauche éducation"
411,Antrite,La différence entre une antrite atteignant l'antre pylorique et celle atteignant l'antre mastoïdien est l'infection.,fr.wikipedia.org/wiki/Antrite,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Maladie, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Médecine/Articles liés, Catégorie:Portail:Sciences/Articles liés"
412,L'Esclave mourant,Des reproductions ornent également l'étage supérieur du commissariat du 12e arrondissement de Paris .,fr.wikipedia.org/wiki/L%27Esclave_mourant,"Catégorie:Article contenant un appel à traduction en italien, Catégorie:Article utilisant l'infobox Art, Catégorie:Article utilisant une Infobox, Catégorie:Catégorie Commons avec lien local différent sur Wikidata, Catégorie:Collection de sculptures italiennes du Louvre, Catégorie:Esclavage dans la sculpture, Catégorie:Nu masculin, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives aux beaux-arts, Catégorie:Page utilisant P127, Catégorie:Page utilisant P135, Catégorie:Page utilisant P2049, Catégorie:Page utilisant P217, Catégorie:Page utilisant P2610, Catégorie:Page utilisant P9394, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Esclavage/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Musée du Louvre/Articles liés, Catégorie:Portail:Musées/Articles liés, Catégorie:Portail:Paris/Articles liés, Catégorie:Portail:Protection du patrimoine/Articles liés, Catégorie:Portail:Renaissance/Articles liés, Catégorie:Portail:Sculpture/Articles liés, Catégorie:Portail:Époque moderne/Articles liés, Catégorie:Sculpture de Michel-Ange, Catégorie:Sculpture de la Renaissance, Catégorie:Sculpture en marbre, Catégorie:Wikipédia:ébauche Italie, Catégorie:Wikipédia:ébauche musée du Louvre, Catégorie:Wikipédia:ébauche sculpture, Catégorie:Œuvre d'art géolocalisable sans coordonnées paramétrées, Catégorie:Œuvre d'art inachevée"
413,Légumineuse fourragère,Elles constituent cependant une ressource relativement sous-exploitée dans les régions de climat chaud.,fr.wikipedia.org/wiki/L%C3%A9gumineuse_fourrag%C3%A8re,"Catégorie:Alimentation animale, Catégorie:Légumineuse fourragère, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Botanique/Articles liés, Catégorie:Portail:Fabaceae/Articles liés, Catégorie:Portail:Médecine vétérinaire/Articles liés, Catégorie:Portail:Plantes utiles/Articles liés, Catégorie:Portail:Élevage/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Wikipédia:ébauche Fabaceae"
414,Broma,"Broma est une localité de l'ouest de la Côte d'Ivoire, et appartenant au département d'Issia, dans la Région du Haut-Sassandra.",fr.wikipedia.org/wiki/Broma,"Catégorie:Article géolocalisé en Côte d'Ivoire, Catégorie:Article géolocalisé sur Terre, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Subdivision administrative, Catégorie:Commune en Côte d'Ivoire, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Portail:Côte d'Ivoire/Articles liés, Catégorie:Portail:Géographie/Articles liés, Catégorie:Wikipédia:ébauche Côte d'Ivoire, Catégorie:Wikipédia:ébauche géographie"
415,Galerie naine,Une galerie naine est un élément ornemental de l'architecture romane qu'on trouve surtout en Rhénanie et en Italie du Nord.,fr.wikipedia.org/wiki/Galerie_naine,"Catégorie:Architecture religieuse en Europe, Catégorie:Architecture romane, Catégorie:Portail:Architecture chrétienne/Articles liés, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Christianisme/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés, Catégorie:Élément d'architecture"
416,Ingeborg Strobl,"De 1972 à 1974, elle rejoint le Royal College of Art de Londres, où elle obtient une master of arts en céramique.",fr.wikipedia.org/wiki/Ingeborg_Strobl,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte par défaut, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Artiste féministe, Catégorie:Céramiste autrichien, Catégorie:Décès en avril 2017, Catégorie:Décès à 67 ans, Catégorie:Graphiste autrichien, Catégorie:Naissance en juin 1949, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives aux beaux-arts, Catégorie:Page utilisant P106, Catégorie:Page utilisant P166, Catégorie:Page utilisant P19, Catégorie:Page utilisant P1988, Catégorie:Page utilisant P20, Catégorie:Page utilisant P2031, Catégorie:Page utilisant P2032, Catégorie:Page utilisant P245, Catégorie:Page utilisant P27, Catégorie:Page utilisant P3421, Catégorie:Page utilisant P4432, Catégorie:Page utilisant P463, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P650, Catégorie:Page utilisant P69, Catégorie:Photographe autrichien, Catégorie:Plasticienne autrichienne, Catégorie:Portail:Art contemporain/Articles liés, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Autriche/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Biographie/Articles liés/Photographie, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Femmes/Articles liés, Catégorie:Portail:Photographie/Articles liés, Catégorie:Wikipédia:Article biographique"
417,Huit vues d'Ōmi,Chaque estampe met en valeur la beauté changeante des environs du lac Biwa selon les saisons et le moment de la journée.,fr.wikipedia.org/wiki/Huit_vues_d%27%C5%8Cmi,"Catégorie:Art au Japon, Catégorie:Article utilisant l'infobox Art, Catégorie:Article utilisant une Infobox, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire du Japon/Articles liés, Catégorie:Portail:Japon/Articles liés, Catégorie:Portail:Peinture/Articles liés, Catégorie:Portail:Préfecture de Shiga/Articles liés, Catégorie:Préfecture de Shiga, Catégorie:Thème dans l'art et la culture, Catégorie:Ukiyo-e, Catégorie:Œuvre d'art géolocalisable sans coordonnées paramétrées"
418,San Filippo di Pellaro,"Il est produit sur les collines de Pellaro (Pantano et San Filippo), sur un sol sableux et sec, ensoleillé et à une altitude de 100 à 150 mètres.",fr.wikipedia.org/wiki/San_Filippo_di_Pellaro,"Catégorie:Article contenant un appel à traduction en italien, Catégorie:Article géolocalisé en Italie, Catégorie:Article géolocalisé sur Terre, Catégorie:Article orphelin/Liste complète, Catégorie:Article orphelin depuis octobre 2023, Catégorie:Article utilisant une Infobox, Catégorie:Page avec coordonnées différentes sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Portail:Calabre/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Reggio de Calabre, Catégorie:Wikipédia:ébauche Calabre, Catégorie:Wikipédia:ébauche géographie"
419,Château de Stilo,Portail de la Calabre   Portail de l’architecture et de l’urbanisme   Portail de l’histoire militaire   Portail des châteaux,fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Stilo,"Catégorie:Architecture militaire du Moyen Âge, Catégorie:Architecture militaire en Calabre, Catégorie:Article contenant un appel à traduction en italien, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article géolocalisé en Italie, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Château normand en Calabre, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Patrimoine du XIe siècle, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Calabre/Articles liés, Catégorie:Portail:Châteaux/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire militaire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Stilo, Catégorie:Wikipédia:ébauche Calabre, Catégorie:Wikipédia:ébauche architecture"
420,Indianisation de l'Indonésie,Ils doivent alors justifier de cette plus grande richesse aux yeux de la société dans laquelle ils vivent.,fr.wikipedia.org/wiki/Indianisation_de_l%27Indon%C3%A9sie,"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un appel à traduction en portugais, Catégorie:Culture indienne, Catégorie:Histoire de l'Asie du Sud-Est, Catégorie:Histoire de l'Indonésie, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Indonésie/Articles liés, Catégorie:Portail:Monde indien/Articles liés, Catégorie:Projet:Asie du Sud-Est/Articles liés, Catégorie:Wikipédia:ébauche culture"
421,Rodmell,"On y trouve une église normande dédiée à St Pierre, dont la façade est de style saxon, antérieure au bâtiment lui-même.",fr.wikipedia.org/wiki/Rodmell,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article géolocalisé au Royaume-Uni, Catégorie:Article utilisant l'infobox Localité, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Bloomsbury Group, Catégorie:Page avec des cartes, Catégorie:Page géolocalisée par Wikidata, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la géographie, Catégorie:Page utilisant P17, Catégorie:Page utilisant P2046, Catégorie:Page utilisant P2716, Catégorie:Page utilisant P281, Catégorie:Page utilisant P3018, Catégorie:Page utilisant P31, Catégorie:Page utilisant P3118, Catégorie:Page utilisant P473, Catégorie:Page utilisant P856, Catégorie:Parc national des South Downs, Catégorie:Paroisse civile dans le Sussex de l'Est, Catégorie:Portail:Angleterre/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Littérature britannique/Articles liés, Catégorie:Portail:Royaume-Uni/Articles liés, Catégorie:Village dans le Sussex de l'Est, Catégorie:Virginia Woolf"
422,Animateur de l'architecture et du patrimoine,Portail du travail et des métiers   Portail de la culture   Portail de l’architecture et de l’urbanisme   Portail de la France   Portail des musées,fr.wikipedia.org/wiki/Animateur_de_l%27architecture_et_du_patrimoine,"Catégorie:Article utilisant l'infobox Métier, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Métier, Catégorie:Métier de la culture, Catégorie:Métier du tourisme, Catégorie:Pays d'art et d'histoire, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Culture/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Musées/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Tourisme/Articles liés, Catégorie:Portail:Travail et métiers/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Ville d'art et d'histoire, Catégorie:Wikipédia:ébauche architecture, Catégorie:Wikipédia:ébauche métier"
423,Opération de rénovation urbaine,"La mairie ouvre aussi une grande médiathèque dans le quartier de Grammont, ancien quartier des abattoirs.",fr.wikipedia.org/wiki/Op%C3%A9ration_de_r%C3%A9novation_urbaine,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Droit de l'urbanisme en France, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Droit français/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Renouvellement urbain"
424,Chadirvan,"Son but était de fournir de l'eau afin d'abreuver ou de permettre d'effectuer les rituels d'ablutions, le wudu, à plusieurs personnes simultanément.",fr.wikipedia.org/wiki/Chadirvan,"Catégorie:Architecture islamique, Catégorie:Catégorie Commons avec lien local différent sur Wikidata, Catégorie:Eau et religion, Catégorie:Fontaine, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Bassins et fontaines/Articles liés, Catégorie:Portail:Eau/Articles liés, Catégorie:Portail:Islam/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés, Catégorie:Portail:Sculpture/Articles liés, Catégorie:Wikipédia:ébauche architecture, Catégorie:Élément d'architecture"
425,Urbanisme sur dalle,"Cet ouvrage, issu de la thèse de l’auteur sur le sujet, explicite très bien le concept de ville sur dalle et ses évolutions.",fr.wikipedia.org/wiki/Urbanisme_sur_dalle,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis août 2016, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Urbanisme par courant"
426,Helly Hansen,Le 10 mai 2018 le groupe Canadian Tire annonce avoir racheté la marque pour la somme de 985 millions de dollars.,fr.wikipedia.org/wiki/Helly_Hansen,"Catégorie:Article utilisant une Infobox, Catégorie:Canadian Tire, Catégorie:Entreprise de textile maritime, Catégorie:Entreprise fondée en 1877, Catégorie:Marque de vêtements d'extérieur, Catégorie:Page utilisant P1056, Catégorie:Page utilisant P2333, Catégorie:Page utilisant P452, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Portail:Culture/Articles liés, Catégorie:Portail:Entreprises/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Maritime/Articles liés, Catégorie:Portail:Mode/Articles liés, Catégorie:Portail:Norvège/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Wikipédia:ébauche entreprise, Catégorie:Wikipédia:ébauche mode et vêtement"
427,Cuir brut,Sa dureté et son aptitude au façonnage le rendent plus approprié que le cuir pour certains articles.,fr.wikipedia.org/wiki/Cuir_brut,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juin 2019, Catégorie:Cuir, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Ameublement/Articles liés, Catégorie:Portail:Automobile/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Culture/Articles liés, Catégorie:Portail:Matériaux/Articles liés, Catégorie:Portail:Mode/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Transports/Articles liés, Catégorie:Portail:Travail et métiers/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Portail:Élevage/Articles liés, Catégorie:Produit d'élevage, Catégorie:Projet:Biologie/Pages liées, Catégorie:Wikipédia:ébauche mode et vêtement, Catégorie:Wikipédia:ébauche physique des matériaux"
428,Tachi (langue),"Au début du XIXe siècle, le tachi était l'un des parlers yokuts ayant la plus grande extension géographique.",fr.wikipedia.org/wiki/Tachi_(langue),"Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Langue, Catégorie:Inventaire de langues, Catégorie:Inventaire de langues amérindiennes, Catégorie:Langue amérindienne aux États-Unis, Catégorie:Langue amérindienne en Amérique du Nord, Catégorie:Langue en Californie, Catégorie:Langue yokuts, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Californie/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues/Articles liés directement, Catégorie:Portail:Nord-Amérindiens/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:États-Unis/Articles liés, Catégorie:Wikipédia:ébauche langue"
430,Patricien (Moyen Âge et Temps modernes),Les patriciens étaient généralement membres des conseils municipaux et s'appropriaient les fonctions civiques les plus importantes.,fr.wikipedia.org/wiki/Patricien_(Moyen_%C3%82ge_et_Temps_modernes),"Catégorie:Article contenant un appel à traduction en allemand, Catégorie:Article contenant un lien mort, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Groupe social, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P5019, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Moyen Âge/Articles liés"
431,Mediolanum Forum,"Concerts de Madonna : du 13 au 15 juin 2001 (pour le Drowned World Tour), les 23 et 25 novembre 2023 (pour le Celebration Tour).",fr.wikipedia.org/wiki/Mediolanum_Forum,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article géolocalisé en Italie, Catégorie:Article utilisant l'infobox Stade, Catégorie:Article utilisant une Infobox, Catégorie:Assago, Catégorie:Basket-ball en Lombardie, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Patinoire de hockey en Italie, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Arts du spectacle/Articles liés, Catégorie:Portail:Basket-ball/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Hockey sur glace/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Jeux olympiques/Articles liés, Catégorie:Portail:Lombardie/Articles liés, Catégorie:Portail:Sport/Articles liés, Catégorie:Portail:Sports d'hiver/Articles liés, Catégorie:Portail:Volley-ball/Articles liés, Catégorie:Salle de basket-ball en Italie, Catégorie:Salle de concert en Italie, Catégorie:Salle de spectacle à Milan, Catégorie:Salle de volley-ball en Italie, Catégorie:Site des Jeux olympiques d'hiver de 2026, Catégorie:Stade multifonction en Italie, Catégorie:Stade portant le nom d'une ville, Catégorie:Wikipédia:ébauche Lombardie, Catégorie:Wikipédia:ébauche basket-ball, Catégorie:Wikipédia:ébauche spectacle, Catégorie:Équipement sportif achevé en 1990, Catégorie:Équipement sportif à Milan"
432,Passage pour piétons en France,412-37 est complété par l’alinéa suivant : « Les dispositions du présent article ne s’appliquent pas aux aires piétonnes et aux zones de rencontre.,fr.wikipedia.org/wiki/Passage_pour_pi%C3%A9tons_en_France,"Catégorie:Aménagement urbain, Catégorie:Article à référence nécessaire, Catégorie:Piéton, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Géographie/Articles liés, Catégorie:Portail:Route/Articles liés, Catégorie:Portail:Transports/Articles liés, Catégorie:Signalisation routière en France"
